DAUID,CSDUID,CCSUID,CDUID,ERUID,PRUID,CTUID,CMAUID,geometry,APMean
35211852,3521005,3521005,3521,3530,35,5350516.21,535,,14.10157798
35211853,3521005,3521005,3521,3530,35,5350516.34,535,,15.72000505
35211854,3521005,3521005,3521,3530,35,5350516.34,535,,15.25640605
35211855,3521005,3521005,3521,3530,35,5350516.34,535,,15.15317369
35211856,3521005,3521005,3521,3530,35,5350516.34,535,,15.31289026
35211857,3521005,3521005,3521,3530,35,5350516.34,535,,14.92271543
35211858,3521005,3521005,3521,3530,35,5350516.34,535,,15.12987088
35211859,3521005,3521005,3521,3530,35,5350516.34,535,,14.9
35211860,3521005,3521005,3521,3530,35,5350516.34,535,,14.94114344
35211861,3521005,3521005,3521,3530,35,5350516.34,535,,15.14373537
35211862,3521005,3521005,3521,3530,35,5350516.36,535,,15.30384591
35211863,3521005,3521005,3521,3530,35,5350516.36,535,,15.3
35211864,3521005,3521005,3521,3530,35,5350516.36,535,,15.2787516
35211865,3521005,3521005,3521,3530,35,5350516.36,535,,15.36045906
35211866,3521005,3521005,3521,3530,35,5350516.36,535,,15.91583979
35211867,3521005,3521005,3521,3530,35,5350516.36,535,,16.73630182
35211868,3521005,3521005,3521,3530,35,5350516.36,535,,15.361935
35211869,3521005,3521005,3521,3530,35,5350516.34,535,,15.75701185
